"Address3","County (name)","CloseDate","EstablishmentName","EstablishmentNumber","OpenDate","EstablishmentStatus (name)","Gender (name)","HeadFirstName","HeadHonours","HeadLastName","HeadPreferredJobTitle","HeadTitle (name)","LastChangedDate","LA (name)","LA (code)","Locality","Postcode","PreviousEstablishmentNumber","PreviousLA (name)","PreviousLA (code)","ReasonEstablishmentClosed (name)","ReasonEstablishmentOpened (name)","StatutoryHighAge","StatutoryLowAge","Street","TelephoneNum","TelephoneSTD","Town","TypeOfEstablishment (name)","UKPRN","URN","WebsiteAddress","OfficialSixthForm (name)","FEHEIdentifier","FurtherEducationType (name)","PhaseOfEducation (name)","AdmissionsPolicy (name)","Boarders (name)","BoardingEstablishment (name)","Diocese (name)","OfstedLastInsp","PercentageFSM","RegisteredEY (name)","ReligiousCharacter (name)","SchoolCapacity","MainSpecialism2 (name)","SecondarySpecialism2 (name)","Trusts (name)","TrustSchoolFlag (name)","Federations (name)","FederationFlag (name)","SchoolSponsors (name)","SchoolSponsorFlag (name)","StudioSchoolIndicator (name)","GSSLACode (name)","ASCHighestAge","ASCLowestAge","Boys2","Boys3","Boys4a","Boys4b","Boys4c","Boys5","Boys6","Boys7","Boys8","Boys9","Boys10","Boys11","Boys12","Boys13","Boys14","Boys15","Boys16","Boys17","Boys18","Boys19plus","CensusDate","Girls2andUnder","Girls3","Girls4a","Girls4b","Girls4c","Girls5","Girls6","Girls7","Girls8","Girls9","Girls10","Girls11","Girls12","Girls13","Girls14","Girls15","Girls16","Girls17","Girls18","Girls19plus","NumberOfBoys","NumberOfGirls","NumberOfPupils","AdministrativeWard (name)","GOR (name)","LLSC (name)","LSOA (name)","MSOA (name)","ParliamentaryConstituency (name)","UrbanRural (name)","Easting","Northing","MainSpecialism1 (name)","SecondarySpecialism1 (name)","FreshStart (name)","HP_Leading_Option_1 (name)","HP_Leading_Option_2 (name)","HP_Leading_Option_3 (name)","InvestorInPeople (name)","OfstedSpecialMeasures (name)","PFI (name)","SpecialClasses (name)","TeenMothPlaces","TeenMoth (name)","ApprovedNumberBoardersSpecial","SpecialPupils","CCF (name)","FTProv (name)","EdByOther (name)","EBD (name)","SENPRU (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","Section41Approved (name)"
"","Dorset","","LeAF Studio",4000,"20-08-2012","Open","Mixed","Gill","","Blanshard","","Ms","27-02-2015","Bournemouth","837","","BH11 9JW",2000,"","999","","New Provision",25,14,"Holloway Avenue","578886","01202","Bournemouth","Studio Schools",10038733,138385,"","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","18-11-2014","14.5","","Does not apply",500,"","","LeAF Academy","Linked to a multi-academy trust","","Not applicable","Learning and Achievement Federation (LeAF)","Linked to a sponsor","Not applicable","E06000028",19,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","21","44","55","19","8","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","49","29","33","10","x","185","155","337","Kinson South","South West","","Bournemouth 005C","Bournemouth 005","Bournemouth West","Urban > 10k - less sparse",405676,96174,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","London Academy of Excellence",4000,"03-09-2012","Open","Mixed","John","","Weeks","Head Master","Mr","01-10-2014","Newham","316","Stratford","E15 1AJ",2009,"","999","","New Provision",19,16,"Broadway House, 322 High Street","02033011480","","London","Free Schools - 16-19",10037983,138403,"","Has a sixth form","","","16 Plus","Not applicable","No Boarders","","Not applicable","","0","","None",420,"","","London Academy of Excellence","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000025",0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Stratford and New Town","London","","Newham 013D","Newham 013","West Ham","Urban > 10k - less sparse",538720,184144,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","Harpenden Free School",2018,"28-08-2012","Open","Mixed","Marissa","","Davis","","Mrs","17-09-2014","Hertfordshire","919","","AL3 7ET",2000,"Herefordshire","884","","New Provision",11,4,"Crouch Hall Lane","793840","01582","Redbourn","Free Schools",10038728,138561,"","Does not have a sixth form","","","Primary","Not applicable","No Boarders","","Not applicable","27-03-2014","0","","Does not apply",420,"","","Harpenden Free School Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000015",8,4,"0","0","6","8","15","11","10","5","x","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","8","3","10","9","12","9","0","0","0","0","0","0","0","0","0","0","0","0","55","50","107","Redbourn","East of England","","St Albans 006D","St Albans 006","Hitchin and Harpenden","Town and Fringe - less sparse",510132,212893,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","King's Leadership Academy Warrington",4000,"03-09-2012","Open","Mixed","Shane","","Ierston","","Mr","16-02-2015","Warrington","877","","WA1 3TT","","","999","","New Provision",18,11,"Seymour Drive","850824","01925","Warrington","Free Schools",10038468,138562,"http://www.kingsleadershipacademy.com/","Has a sixth form","","","Secondary","Comprehensive","","","Not applicable","28-01-2014","4.6","","",840,"","","Great Schools for All Children Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000007",12,11,"0","0","0","0","0","0","0","0","0","0","0","59","27","0","0","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","44","21","0","0","0","0","0","0","0","85","65","151","Poulton South","North West","","Warrington 012D","Warrington 012","Warrington North","Urban > 10k - less sparse",363442,389467,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Yorkshire","","Bradford Studio School",4007,"29-08-2012","Open","Mixed","Jean","","Watt","Director","","16-02-2015","Bradford","380","","BD1 2DX","","","999","","New Provision",19,14,"88 Thornton Road","436101","01274","Bradford","Studio Schools",10038732,138566,"http://www.bradfordstudioschool.co.uk","Has a sixth form","","","Secondary","Comprehensive","","","Not applicable","10-09-2014","16.7","","",300,"","","Bradford College Education Trust","Linked to a multi-academy trust","","Not applicable","Bradford College Education Trust","Linked to a sponsor","Not applicable","E08000032",17,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","x","6","3","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","14","5","0","0","10","35","46","City","Yorkshire and the Humber","","Bradford 039F","Bradford 039","Bradford West","Urban > 10k - less sparse",415927,433049,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Tyne and Wear","","Grindon Hall Christian School",6010,"14-08-2012","Open","Mixed","C J","","Gray","Headteacher","Mr","27-03-2015","Sunderland","394","","SR4 8PG","","","999","","New Provision",18,3,"Nookside","5344444","0191","Sunderland","Free Schools",10038572,138567,"","Has a sixth form","","Not applicable","All Through","Comprehensive","No Boarders","","Not applicable","26-11-2014","6.6","Not applicable","Christian",560,"Not applicable","Not applicable","Grindon Hall Christian School","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000024",19,4,"0","0","6","5","9","28","21","20","14","22","19","17","15","22","16","17","16","12","0","x","16-01-2014","0","0","10","6","7","14","18","25","26","21","18","24","26","18","21","18","17","6","5","0","260","280","540","St Anne's","North East","North East Area North (NE180)","Sunderland 014A","Sunderland 014","Washington and Sunderland West","Urban > 10k - less sparse",436236,555833,"Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Uninvolved at present","In special measures","Not part of PFI","No Special Classes","","Not applicable","",0,"Not applicable","","Not applicable","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Nishkam High School",4004,"31-08-2012","Open","Mixed","Terry","","Green","","Mr","25-06-2014","Birmingham","330","","B19 2LF","","","999","","New Provision",19,11,"Great King Street North","5150292","0121","Birmingham","Free Schools",10038734,138586,"","Has a sixth form","","","Secondary","Comprehensive","","","Not applicable","30-04-2014","19.1","","Sikh",700,"","","Nishkam School Trust","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E08000025",18,11,"0","0","0","0","0","0","0","0","0","0","0","48","65","0","0","0","9","15","x","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","52","33","x","0","0","10","14","5","0","140","115","254","Aston","West Midlands","","Birmingham 049B","Birmingham 049","Birmingham, Ladywood","Urban > 10k - less sparse",406384,288647,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","31-08-2013","Hyndburn Studio School",4002,"01-09-2012","Closed","Mixed","Hilary","","McGonagle","Headteacher","","08-08-2014","Lancashire","888","St James court West","BB5 1NA","","","999","Closure","New Provision",19,14,"the Waterside Centre","38341838","077","Accrington","Studio Schools","",138600,"http://www.hyndburnstudioschool.co.uk/index.html","Has a sixth form","","","Secondary","Comprehensive","","","Not applicable","","","","","","","","","-","","Not applicable","","-","Not applicable","E10000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnfield","North West","","Hyndburn 008B","Hyndburn 008","Hyndburn","Urban > 10k - less sparse",375830,428248,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","31-08-2014","Hull Studio School",4008,"01-09-2012","Closed","Mixed","Peter","","Hogan","Executive Principal","Mr","03-09-2014","Kingston upon Hull City of","810","Queen's Gardens","HU1 3DG","","","999","Change in status","New Provision",19,14,"Hull College Campus","598882","01482","Hull","Studio Schools",10038730,138601,"www.hullstudioschool.co.uk","Has a sixth form","","","Secondary","Comprehensive","","","Not applicable","","34.9","","","","","","","-","","Not applicable","","-","Not applicable","E06000010",17,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","38","4","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","24","5","x","0","0","45","50","96","Myton","Yorkshire and the Humber","","Kingston upon Hull 029B","Kingston upon Hull 029","Kingston upon Hull West and Hessle","Urban > 10k - less sparse",510089,429086,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","East Birmingham Network Academy",1105,"03-09-2012","Open","Mixed","Matthew","","Baldwin","Principal","Mr","16-02-2015","Birmingham","330","Yardley","B26 1AL","","","999","","New Provision",16,13,"1580 Coventry Road","6059370","0121","Birmingham","Free Schools - Alternative Provision",10038900,138775,"","Does not have a sixth form","","","Not applicable","Not applicable","No Boarders","","Not applicable","07-05-2014","52.2","","",90,"","","EBN Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000025",15,13,"0","0","0","0","0","0","0","0","0","0","0","0","0","x","5","27","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","0","35","15","46","South Yardley","West Midlands","","Birmingham 076B","Birmingham 076","Birmingham, Yardley","Urban > 10k - less sparse",412919,284909,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Derbyshire","","Al-Madinah School",4000,"03-09-2012","Open","Mixed","Safeena","","Higgins","Interim Principal","Mrs","27-02-2015","Derby","831","Midland House","DE1 2SA","","","999","","New Provision",11,4,"1 Nelson Street","383379","01332","Derby","Free Schools",10038797,138776,"http://almadinahschool.org.uk/","Does not have a sixth form","","","Primary","Comprehensive","Not applicable","","Not applicable","03-12-2014","24","","Muslim",420,"","","Al-Madinah Education Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000015",14,4,"0","0","9","4","7","35","8","20","3","0","0","19","19","18","3","0","0","0","0","0","16-01-2014","0","0","7","4","15","18","24","13","3","0","0","34","31","21","x","0","0","0","0","0","145","170","317","Arboretum","East Midlands","","Derby 018B","Derby 018","Derby South","Urban > 10k - less sparse",436148,335401,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","Not applicable"
"","Cornwall","","St Michael's Catholic Secondary School",6092,"03-09-2012","Open","Mixed","Neil","","Anderson","Principal","Mr","16-02-2015","Cornwall","908","","TR14 7AD","","","999","","New Provision",16,11,"Trevu Road","242123","01872","Camborne","Free Schools",10017502,138780,"","Does not have a sixth form","","Not applicable","Secondary","Comprehensive","No Boarders","","","30-04-2014","21.1","Not applicable","Roman Catholic",300,"Not applicable","Not applicable","St Michael's Catholic Secondary School Association","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000052",16,11,"0","0","0","0","0","0","0","0","0","0","0","10","17","8","8","3","3","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","11","19","23","7","8","0","0","0","0","50","70","117","Camborne Pendarves","South West","Devon and Cornwall","Kerrier 008C","Kerrier 008","Camborne and Redruth","Urban > 10k - less sparse",164851,39584,"Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","",0,"Not applicable","","Not applicable","Not applicable","Not applicable","","","","Not applicable"
"","Cambridgeshire","","City of Peterborough Academy",4003,"01-09-2013","Open","Mixed","Sophie","","Jeal","Headteacher","","12-11-2014","Peterborough","874","","PE1 5LQ","","","999","","New Provision",19,11,"Reeves Way","821440","01733","Peterborough","Free Schools",10042143,139082,"","Has a sixth form","","","Secondary","Comprehensive","Not applicable","","","","25","","None",1100,"","","Greenwood Dale Foundation Trust","Linked to a multi-academy trust","","Not applicable","Greenwood Dale Foundation Trust","Linked to a sponsor","Not applicable","E06000031",11,11,"0","0","0","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","50","35","84","East","East of England","","Peterborough 013E","Peterborough 013","Peterborough","Urban > 10k - less sparse",520617,299995,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Harmonize Academy AP Free School",6005,"01-04-2013","Open","Mixed","Stephen","","Daley","","Mr","15-07-2014","Liverpool","341","Kensington","L6 6DL","","","999","","New Provision",16,12,"7 Phillimore Road","2031934","0151","Liverpool","Free Schools - Alternative Provision",10041174,139114,"www.harmonizeacademy.org","Does not have a sixth form","","","Not applicable","Not applicable","No Boarders","","Not applicable","","62.9","","None",104,"","","Lighthouse Harrmonize Education Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000012",15,12,"0","0","0","0","0","0","0","0","0","0","0","0","x","x","7","9","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","9","0","0","0","0","20","15","35","Kensington and Fairfield","North West","","Liverpool 030D","Liverpool 030","Liverpool, Wavertree","Urban > 10k - less sparse",337234,391080,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
